date,pneumonia symptoms_unscaled,pneumonia symptoms_monthly,isPartial,scale,pneumonia symptoms
2012-04-13,82,38.0,,0.38,31.16
2012-04-14,58,38.0,,0.38,22.04
2012-04-15,84,38.0,,0.38,31.92
2012-04-16,76,38.0,,0.38,28.88
2012-04-17,79,38.0,,0.38,30.02
2012-04-18,76,38.0,,0.38,28.88
2012-04-19,80,38.0,,0.38,30.4
2012-04-20,68,38.0,,0.38,25.84
2012-04-21,75,38.0,,0.38,28.5
2012-04-22,92,38.0,,0.38,34.96
2012-04-23,71,38.0,,0.38,26.98
2012-04-24,63,38.0,,0.38,23.94
2012-04-25,77,38.0,,0.38,29.26
2012-04-26,96,38.0,,0.38,36.480000000000004
2012-04-27,59,38.0,,0.38,22.42
2012-04-28,100,38.0,,0.38,38.0
2012-04-29,66,38.0,,0.38,25.080000000000002
2012-04-30,78,38.0,,0.38,29.64
2012-05-01,75,35.0,False,0.35,26.25
2012-05-02,100,35.0,,0.35,35.0
2012-05-03,83,35.0,,0.35,29.049999999999997
2012-05-04,76,35.0,,0.35,26.599999999999998
2012-05-05,80,35.0,,0.35,28.0
2012-05-06,78,35.0,,0.35,27.299999999999997
2012-05-07,98,35.0,,0.35,34.3
2012-05-08,86,35.0,,0.35,30.099999999999998
2012-05-09,78,35.0,,0.35,27.299999999999997
2012-05-10,72,35.0,,0.35,25.2
2012-05-11,70,35.0,,0.35,24.5
2012-05-12,50,35.0,,0.35,17.5
2012-05-13,77,35.0,,0.35,26.95
2012-05-14,68,35.0,,0.35,23.799999999999997
2012-05-15,66,35.0,,0.35,23.099999999999998
2012-05-16,90,35.0,,0.35,31.499999999999996
2012-05-17,94,35.0,,0.35,32.9
2012-05-18,76,35.0,,0.35,26.599999999999998
2012-05-19,77,35.0,,0.35,26.95
2012-05-20,71,35.0,,0.35,24.849999999999998
2012-05-21,72,35.0,,0.35,25.2
2012-05-22,76,35.0,,0.35,26.599999999999998
2012-05-23,83,35.0,,0.35,29.049999999999997
2012-05-24,67,35.0,,0.35,23.45
2012-05-25,71,35.0,,0.35,24.849999999999998
2012-05-26,65,35.0,,0.35,22.75
2012-05-27,65,35.0,,0.35,22.75
2012-05-28,85,35.0,,0.35,29.749999999999996
2012-05-29,68,35.0,,0.35,23.799999999999997
2012-05-30,70,35.0,,0.35,24.5
2012-05-31,73,35.0,,0.35,25.549999999999997
2012-06-01,89,27.0,False,0.27,24.03
2012-06-02,74,27.0,,0.27,19.98
2012-06-03,87,27.0,,0.27,23.490000000000002
2012-06-04,64,27.0,,0.27,17.28
2012-06-05,91,27.0,,0.27,24.57
2012-06-06,76,27.0,,0.27,20.520000000000003
2012-06-07,69,27.0,,0.27,18.630000000000003
2012-06-08,69,27.0,,0.27,18.630000000000003
2012-06-09,72,27.0,,0.27,19.44
2012-06-10,73,27.0,,0.27,19.71
2012-06-11,83,27.0,,0.27,22.41
2012-06-12,64,27.0,,0.27,17.28
2012-06-13,64,27.0,,0.27,17.28
2012-06-14,65,27.0,,0.27,17.55
2012-06-15,69,27.0,,0.27,18.630000000000003
2012-06-16,100,27.0,,0.27,27.0
2012-06-17,79,27.0,,0.27,21.330000000000002
2012-06-18,87,27.0,,0.27,23.490000000000002
2012-06-19,61,27.0,,0.27,16.470000000000002
2012-06-20,47,27.0,,0.27,12.690000000000001
2012-06-21,42,27.0,,0.27,11.34
2012-06-22,47,27.0,,0.27,12.690000000000001
2012-06-23,41,27.0,,0.27,11.07
2012-06-24,74,27.0,,0.27,19.98
2012-06-25,68,27.0,,0.27,18.36
2012-06-26,42,27.0,,0.27,11.34
2012-06-27,60,27.0,,0.27,16.200000000000003
2012-06-28,36,27.0,,0.27,9.72
2012-06-29,29,27.0,,0.27,7.83
2012-06-30,35,27.0,,0.27,9.450000000000001
2012-07-01,75,18.0,False,0.18,13.5
2012-07-02,99,18.0,,0.18,17.82
2012-07-03,79,18.0,,0.18,14.219999999999999
2012-07-04,57,18.0,,0.18,10.26
2012-07-05,71,18.0,,0.18,12.78
2012-07-06,34,18.0,,0.18,6.12
2012-07-07,61,18.0,,0.18,10.98
2012-07-08,53,18.0,,0.18,9.54
2012-07-09,77,18.0,,0.18,13.86
2012-07-10,96,18.0,,0.18,17.28
2012-07-11,100,18.0,,0.18,18.0
2012-07-12,59,18.0,,0.18,10.62
2012-07-13,86,18.0,,0.18,15.479999999999999
2012-07-14,49,18.0,,0.18,8.82
2012-07-15,93,18.0,,0.18,16.74
2012-07-16,80,18.0,,0.18,14.399999999999999
2012-07-17,70,18.0,,0.18,12.6
2012-07-18,58,18.0,,0.18,10.44
2012-07-19,53,18.0,,0.18,9.54
2012-07-20,60,18.0,,0.18,10.799999999999999
2012-07-21,45,18.0,,0.18,8.1
2012-07-22,58,18.0,,0.18,10.44
2012-07-23,54,18.0,,0.18,9.719999999999999
2012-07-24,52,18.0,,0.18,9.36
2012-07-25,52,18.0,,0.18,9.36
2012-07-26,72,18.0,,0.18,12.959999999999999
2012-07-27,64,18.0,,0.18,11.52
2012-07-28,71,18.0,,0.18,12.78
2012-07-29,49,18.0,,0.18,8.82
2012-07-30,94,18.0,,0.18,16.919999999999998
2012-07-31,77,18.0,,0.18,13.86
2012-08-01,63,19.0,False,0.19,11.97
2012-08-02,67,19.0,,0.19,12.73
2012-08-03,34,19.0,,0.19,6.46
2012-08-04,59,19.0,,0.19,11.21
2012-08-05,70,19.0,,0.19,13.3
2012-08-06,41,19.0,,0.19,7.79
2012-08-07,30,19.0,,0.19,5.7
2012-08-08,46,19.0,,0.19,8.74
2012-08-09,60,19.0,,0.19,11.4
2012-08-10,54,19.0,,0.19,10.26
2012-08-11,51,19.0,,0.19,9.69
2012-08-12,62,19.0,,0.19,11.78
2012-08-13,41,19.0,,0.19,7.79
2012-08-14,55,19.0,,0.19,10.45
2012-08-15,58,19.0,,0.19,11.02
2012-08-16,47,19.0,,0.19,8.93
2012-08-17,58,19.0,,0.19,11.02
2012-08-18,49,19.0,,0.19,9.31
2012-08-19,88,19.0,,0.19,16.72
2012-08-20,67,19.0,,0.19,12.73
2012-08-21,77,19.0,,0.19,14.63
2012-08-22,78,19.0,,0.19,14.82
2012-08-23,76,19.0,,0.19,14.44
2012-08-24,40,19.0,,0.19,7.6
2012-08-25,34,19.0,,0.19,6.46
2012-08-26,57,19.0,,0.19,10.83
2012-08-27,100,19.0,,0.19,19.0
2012-08-28,63,19.0,,0.19,11.97
2012-08-29,71,19.0,,0.19,13.49
2012-08-30,79,19.0,,0.19,15.01
2012-08-31,77,19.0,,0.19,14.63
2012-09-01,53,31.0,False,0.31,16.43
2012-09-02,50,31.0,,0.31,15.5
2012-09-03,51,31.0,,0.31,15.81
2012-09-04,48,31.0,,0.31,14.879999999999999
2012-09-05,45,31.0,,0.31,13.95
2012-09-06,60,31.0,,0.31,18.6
2012-09-07,53,31.0,,0.31,16.43
2012-09-08,34,31.0,,0.31,10.54
2012-09-09,49,31.0,,0.31,15.19
2012-09-10,39,31.0,,0.31,12.09
2012-09-11,46,31.0,,0.31,14.26
2012-09-12,47,31.0,,0.31,14.57
2012-09-13,45,31.0,,0.31,13.95
2012-09-14,38,31.0,,0.31,11.78
2012-09-15,54,31.0,,0.31,16.74
2012-09-16,65,31.0,,0.31,20.15
2012-09-17,55,31.0,,0.31,17.05
2012-09-18,51,31.0,,0.31,15.81
2012-09-19,77,31.0,,0.31,23.87
2012-09-20,65,31.0,,0.31,20.15
2012-09-21,72,31.0,,0.31,22.32
2012-09-22,80,31.0,,0.31,24.8
2012-09-23,71,31.0,,0.31,22.01
2012-09-24,87,31.0,,0.31,26.97
2012-09-25,73,31.0,,0.31,22.63
2012-09-26,83,31.0,,0.31,25.73
2012-09-27,89,31.0,,0.31,27.59
2012-09-28,75,31.0,,0.31,23.25
2012-09-29,93,31.0,,0.31,28.83
2012-09-30,100,31.0,,0.31,31.0
2012-10-01,79,41.0,False,0.41,32.39
2012-10-02,75,41.0,,0.41,30.749999999999996
2012-10-03,63,41.0,,0.41,25.83
2012-10-04,60,41.0,,0.41,24.599999999999998
2012-10-05,58,41.0,,0.41,23.779999999999998
2012-10-06,64,41.0,,0.41,26.24
2012-10-07,57,41.0,,0.41,23.369999999999997
2012-10-08,88,41.0,,0.41,36.08
2012-10-09,55,41.0,,0.41,22.549999999999997
2012-10-10,88,41.0,,0.41,36.08
2012-10-11,74,41.0,,0.41,30.34
2012-10-12,68,41.0,,0.41,27.88
2012-10-13,65,41.0,,0.41,26.65
2012-10-14,64,41.0,,0.41,26.24
2012-10-15,78,41.0,,0.41,31.979999999999997
2012-10-16,89,41.0,,0.41,36.489999999999995
2012-10-17,87,41.0,,0.41,35.669999999999995
2012-10-18,74,41.0,,0.41,30.34
2012-10-19,88,41.0,,0.41,36.08
2012-10-20,71,41.0,,0.41,29.11
2012-10-21,74,41.0,,0.41,30.34
2012-10-22,88,41.0,,0.41,36.08
2012-10-23,80,41.0,,0.41,32.8
2012-10-24,77,41.0,,0.41,31.569999999999997
2012-10-25,59,41.0,,0.41,24.189999999999998
2012-10-26,85,41.0,,0.41,34.85
2012-10-27,100,41.0,,0.41,41.0
2012-10-28,58,41.0,,0.41,23.779999999999998
2012-10-29,92,41.0,,0.41,37.72
2012-10-30,63,41.0,,0.41,25.83
2012-10-31,67,41.0,,0.41,27.47
2012-11-01,58,54.0,False,0.54,31.32
2012-11-02,56,54.0,,0.54,30.240000000000002
2012-11-03,34,54.0,,0.54,18.36
2012-11-04,60,54.0,,0.54,32.400000000000006
2012-11-05,60,54.0,,0.54,32.400000000000006
2012-11-06,56,54.0,,0.54,30.240000000000002
2012-11-07,54,54.0,,0.54,29.160000000000004
2012-11-08,71,54.0,,0.54,38.34
2012-11-09,51,54.0,,0.54,27.540000000000003
2012-11-10,52,54.0,,0.54,28.080000000000002
2012-11-11,49,54.0,,0.54,26.46
2012-11-12,56,54.0,,0.54,30.240000000000002
2012-11-13,88,54.0,,0.54,47.52
2012-11-14,86,54.0,,0.54,46.440000000000005
2012-11-15,83,54.0,,0.54,44.82
2012-11-16,84,54.0,,0.54,45.36
2012-11-17,70,54.0,,0.54,37.800000000000004
2012-11-18,78,54.0,,0.54,42.120000000000005
2012-11-19,78,54.0,,0.54,42.120000000000005
2012-11-20,70,54.0,,0.54,37.800000000000004
2012-11-21,47,54.0,,0.54,25.380000000000003
2012-11-22,61,54.0,,0.54,32.940000000000005
2012-11-23,82,54.0,,0.54,44.28
2012-11-24,62,54.0,,0.54,33.480000000000004
2012-11-25,100,54.0,,0.54,54.0
2012-11-26,81,54.0,,0.54,43.74
2012-11-27,79,54.0,,0.54,42.660000000000004
2012-11-28,82,54.0,,0.54,44.28
2012-11-29,76,54.0,,0.54,41.040000000000006
2012-11-30,73,54.0,,0.54,39.42
2012-12-01,59,69.0,False,0.69,40.709999999999994
2012-12-02,56,69.0,,0.69,38.64
2012-12-03,61,69.0,,0.69,42.089999999999996
2012-12-04,63,69.0,,0.69,43.47
2012-12-05,54,69.0,,0.69,37.26
2012-12-06,62,69.0,,0.69,42.779999999999994
2012-12-07,47,69.0,,0.69,32.43
2012-12-08,50,69.0,,0.69,34.5
2012-12-09,48,69.0,,0.69,33.12
2012-12-10,62,69.0,,0.69,42.779999999999994
2012-12-11,62,69.0,,0.69,42.779999999999994
2012-12-12,70,69.0,,0.69,48.3
2012-12-13,62,69.0,,0.69,42.779999999999994
2012-12-14,49,69.0,,0.69,33.809999999999995
2012-12-15,51,69.0,,0.69,35.19
2012-12-16,56,69.0,,0.69,38.64
2012-12-17,70,69.0,,0.69,48.3
2012-12-18,43,69.0,,0.69,29.669999999999998
2012-12-19,58,69.0,,0.69,40.019999999999996
2012-12-20,60,69.0,,0.69,41.4
2012-12-21,67,69.0,,0.69,46.23
2012-12-22,71,69.0,,0.69,48.989999999999995
2012-12-23,63,69.0,,0.69,43.47
2012-12-24,77,69.0,,0.69,53.129999999999995
2012-12-25,76,69.0,,0.69,52.44
2012-12-26,87,69.0,,0.69,60.029999999999994
2012-12-27,87,69.0,,0.69,60.029999999999994
2012-12-28,82,69.0,,0.69,56.58
2012-12-29,96,69.0,,0.69,66.24
2012-12-30,100,69.0,,0.69,69.0
2012-12-31,73,69.0,,0.69,50.37
2013-01-01,62,65.0,False,0.65,40.300000000000004
2013-01-02,98,65.0,,0.65,63.7
2013-01-03,98,65.0,,0.65,63.7
2013-01-04,66,65.0,,0.65,42.9
2013-01-05,96,65.0,,0.65,62.400000000000006
2013-01-06,100,65.0,,0.65,65.0
2013-01-07,80,65.0,,0.65,52.0
2013-01-08,51,65.0,,0.65,33.15
2013-01-09,72,65.0,,0.65,46.800000000000004
2013-01-10,66,65.0,,0.65,42.9
2013-01-11,63,65.0,,0.65,40.95
2013-01-12,69,65.0,,0.65,44.85
2013-01-13,72,65.0,,0.65,46.800000000000004
2013-01-14,65,65.0,,0.65,42.25
2013-01-15,58,65.0,,0.65,37.7
2013-01-16,55,65.0,,0.65,35.75
2013-01-17,47,65.0,,0.65,30.55
2013-01-18,48,65.0,,0.65,31.200000000000003
2013-01-19,62,65.0,,0.65,40.300000000000004
2013-01-20,55,65.0,,0.65,35.75
2013-01-21,54,65.0,,0.65,35.1
2013-01-22,63,65.0,,0.65,40.95
2013-01-23,60,65.0,,0.65,39.0
2013-01-24,44,65.0,,0.65,28.6
2013-01-25,49,65.0,,0.65,31.85
2013-01-26,54,65.0,,0.65,35.1
2013-01-27,72,65.0,,0.65,46.800000000000004
2013-01-28,71,65.0,,0.65,46.15
2013-01-29,66,65.0,,0.65,42.9
2013-01-30,44,65.0,,0.65,28.6
2013-01-31,50,65.0,,0.65,32.5
2013-02-01,76,55.0,False,0.55,41.800000000000004
2013-02-02,88,55.0,,0.55,48.400000000000006
2013-02-03,70,55.0,,0.55,38.5
2013-02-04,82,55.0,,0.55,45.1
2013-02-05,81,55.0,,0.55,44.550000000000004
2013-02-06,69,55.0,,0.55,37.95
2013-02-07,74,55.0,,0.55,40.7
2013-02-08,52,55.0,,0.55,28.6
2013-02-09,68,55.0,,0.55,37.400000000000006
2013-02-10,83,55.0,,0.55,45.650000000000006
2013-02-11,88,55.0,,0.55,48.400000000000006
2013-02-12,77,55.0,,0.55,42.35
2013-02-13,71,55.0,,0.55,39.050000000000004
2013-02-14,86,55.0,,0.55,47.300000000000004
2013-02-15,83,55.0,,0.55,45.650000000000006
2013-02-16,65,55.0,,0.55,35.75
2013-02-17,65,55.0,,0.55,35.75
2013-02-18,100,55.0,,0.55,55.00000000000001
2013-02-19,69,55.0,,0.55,37.95
2013-02-20,72,55.0,,0.55,39.6
2013-02-21,76,55.0,,0.55,41.800000000000004
2013-02-22,62,55.0,,0.55,34.1
2013-02-23,65,55.0,,0.55,35.75
2013-02-24,86,55.0,,0.55,47.300000000000004
2013-02-25,82,55.0,,0.55,45.1
2013-02-26,70,55.0,,0.55,38.5
2013-02-27,91,55.0,,0.55,50.050000000000004
2013-02-28,76,55.0,,0.55,41.800000000000004
2013-03-01,63,47.0,False,0.47,29.61
2013-03-02,87,47.0,,0.47,40.89
2013-03-03,71,47.0,,0.47,33.37
2013-03-04,89,47.0,,0.47,41.83
2013-03-05,63,47.0,,0.47,29.61
2013-03-06,74,47.0,,0.47,34.78
2013-03-07,65,47.0,,0.47,30.549999999999997
2013-03-08,76,47.0,,0.47,35.72
2013-03-09,68,47.0,,0.47,31.959999999999997
2013-03-10,69,47.0,,0.47,32.43
2013-03-11,90,47.0,,0.47,42.3
2013-03-12,79,47.0,,0.47,37.129999999999995
2013-03-13,69,47.0,,0.47,32.43
2013-03-14,68,47.0,,0.47,31.959999999999997
2013-03-15,68,47.0,,0.47,31.959999999999997
2013-03-16,75,47.0,,0.47,35.25
2013-03-17,100,47.0,,0.47,47.0
2013-03-18,81,47.0,,0.47,38.07
2013-03-19,96,47.0,,0.47,45.12
2013-03-20,72,47.0,,0.47,33.839999999999996
2013-03-21,69,47.0,,0.47,32.43
2013-03-22,51,47.0,,0.47,23.97
2013-03-23,68,47.0,,0.47,31.959999999999997
2013-03-24,82,47.0,,0.47,38.54
2013-03-25,54,47.0,,0.47,25.38
2013-03-26,59,47.0,,0.47,27.729999999999997
2013-03-27,56,47.0,,0.47,26.32
2013-03-28,47,47.0,,0.47,22.09
2013-03-29,62,47.0,,0.47,29.139999999999997
2013-03-30,70,47.0,,0.47,32.9
2013-03-31,68,47.0,,0.47,31.959999999999997
2013-04-01,96,38.0,False,0.38,36.480000000000004
2013-04-02,87,38.0,,0.38,33.06
2013-04-03,97,38.0,,0.38,36.86
2013-04-04,91,38.0,,0.38,34.58
2013-04-05,83,38.0,,0.38,31.54
2013-04-06,92,38.0,,0.38,34.96
2013-04-07,87,38.0,,0.38,33.06
2013-04-08,97,38.0,,0.38,36.86
2013-04-09,75,38.0,,0.38,28.5
2013-04-10,96,38.0,,0.38,36.480000000000004
2013-04-11,72,38.0,,0.38,27.36
2013-04-12,82,38.0,,0.38,31.16
2013-04-13,63,38.0,,0.38,23.94
2013-04-14,100,38.0,,0.38,38.0
2013-04-15,62,38.0,,0.38,23.56
2013-04-16,96,38.0,,0.38,36.480000000000004
2013-04-17,65,38.0,,0.38,24.7
2013-04-18,75,38.0,,0.38,28.5
2013-04-19,55,38.0,,0.38,20.9
2013-04-20,51,38.0,,0.38,19.38
2013-04-21,81,38.0,,0.38,30.78
2013-04-22,91,38.0,,0.38,34.58
2013-04-23,63,38.0,,0.38,23.94
2013-04-24,58,38.0,,0.38,22.04
2013-04-25,65,38.0,,0.38,24.7
2013-04-26,51,38.0,,0.38,19.38
2013-04-27,73,38.0,,0.38,27.740000000000002
2013-04-28,59,38.0,,0.38,22.42
2013-04-29,72,38.0,,0.38,27.36
2013-04-30,59,38.0,,0.38,22.42
2013-05-01,81,30.0,False,0.3,24.3
2013-05-02,55,30.0,,0.3,16.5
2013-05-03,64,30.0,,0.3,19.2
2013-05-04,49,30.0,,0.3,14.7
2013-05-05,76,30.0,,0.3,22.8
2013-05-06,82,30.0,,0.3,24.599999999999998
2013-05-07,70,30.0,,0.3,21.0
2013-05-08,70,30.0,,0.3,21.0
2013-05-09,74,30.0,,0.3,22.2
2013-05-10,66,30.0,,0.3,19.8
2013-05-11,75,30.0,,0.3,22.5
2013-05-12,90,30.0,,0.3,27.0
2013-05-13,56,30.0,,0.3,16.8
2013-05-14,65,30.0,,0.3,19.5
2013-05-15,79,30.0,,0.3,23.7
2013-05-16,80,30.0,,0.3,24.0
2013-05-17,62,30.0,,0.3,18.599999999999998
2013-05-18,54,30.0,,0.3,16.2
2013-05-19,100,30.0,,0.3,30.0
2013-05-20,64,30.0,,0.3,19.2
2013-05-21,73,30.0,,0.3,21.9
2013-05-22,55,30.0,,0.3,16.5
2013-05-23,55,30.0,,0.3,16.5
2013-05-24,57,30.0,,0.3,17.099999999999998
2013-05-25,63,30.0,,0.3,18.9
2013-05-26,75,30.0,,0.3,22.5
2013-05-27,54,30.0,,0.3,16.2
2013-05-28,55,30.0,,0.3,16.5
2013-05-29,56,30.0,,0.3,16.8
2013-05-30,40,30.0,,0.3,12.0
2013-05-31,75,30.0,,0.3,22.5
2013-06-01,63,23.0,False,0.23,14.49
2013-06-02,69,23.0,,0.23,15.870000000000001
2013-06-03,100,23.0,,0.23,23.0
2013-06-04,59,23.0,,0.23,13.57
2013-06-05,74,23.0,,0.23,17.02
2013-06-06,56,23.0,,0.23,12.88
2013-06-07,71,23.0,,0.23,16.330000000000002
2013-06-08,60,23.0,,0.23,13.8
2013-06-09,64,23.0,,0.23,14.72
2013-06-10,79,23.0,,0.23,18.17
2013-06-11,60,23.0,,0.23,13.8
2013-06-12,73,23.0,,0.23,16.79
2013-06-13,82,23.0,,0.23,18.86
2013-06-14,62,23.0,,0.23,14.26
2013-06-15,74,23.0,,0.23,17.02
2013-06-16,53,23.0,,0.23,12.190000000000001
2013-06-17,60,23.0,,0.23,13.8
2013-06-18,77,23.0,,0.23,17.71
2013-06-19,72,23.0,,0.23,16.560000000000002
2013-06-20,49,23.0,,0.23,11.270000000000001
2013-06-21,52,23.0,,0.23,11.96
2013-06-22,97,23.0,,0.23,22.310000000000002
2013-06-23,64,23.0,,0.23,14.72
2013-06-24,80,23.0,,0.23,18.400000000000002
2013-06-25,57,23.0,,0.23,13.110000000000001
2013-06-26,67,23.0,,0.23,15.41
2013-06-27,63,23.0,,0.23,14.49
2013-06-28,55,23.0,,0.23,12.65
2013-06-29,65,23.0,,0.23,14.950000000000001
2013-06-30,73,23.0,,0.23,16.79
2013-07-01,98,21.0,False,0.21,20.58
2013-07-02,63,21.0,,0.21,13.229999999999999
2013-07-03,31,21.0,,0.21,6.51
2013-07-04,48,21.0,,0.21,10.08
2013-07-05,54,21.0,,0.21,11.34
2013-07-06,59,21.0,,0.21,12.389999999999999
2013-07-07,61,21.0,,0.21,12.809999999999999
2013-07-08,86,21.0,,0.21,18.06
2013-07-09,65,21.0,,0.21,13.65
2013-07-10,44,21.0,,0.21,9.24
2013-07-11,70,21.0,,0.21,14.7
2013-07-12,47,21.0,,0.21,9.87
2013-07-13,100,21.0,,0.21,21.0
2013-07-14,68,21.0,,0.21,14.28
2013-07-15,58,21.0,,0.21,12.18
2013-07-16,69,21.0,,0.21,14.49
2013-07-17,78,21.0,,0.21,16.38
2013-07-18,57,21.0,,0.21,11.969999999999999
2013-07-19,51,21.0,,0.21,10.709999999999999
2013-07-20,75,21.0,,0.21,15.75
2013-07-21,95,21.0,,0.21,19.95
2013-07-22,69,21.0,,0.21,14.49
2013-07-23,64,21.0,,0.21,13.44
2013-07-24,65,21.0,,0.21,13.65
2013-07-25,73,21.0,,0.21,15.33
2013-07-26,54,21.0,,0.21,11.34
2013-07-27,55,21.0,,0.21,11.549999999999999
2013-07-28,87,21.0,,0.21,18.27
2013-07-29,45,21.0,,0.21,9.45
2013-07-30,51,21.0,,0.21,10.709999999999999
2013-07-31,73,21.0,,0.21,15.33
2013-08-01,96,23.0,False,0.23,22.080000000000002
2013-08-02,61,23.0,,0.23,14.030000000000001
2013-08-03,71,23.0,,0.23,16.330000000000002
2013-08-04,100,23.0,,0.23,23.0
2013-08-05,79,23.0,,0.23,18.17
2013-08-06,60,23.0,,0.23,13.8
2013-08-07,79,23.0,,0.23,18.17
2013-08-08,76,23.0,,0.23,17.48
2013-08-09,83,23.0,,0.23,19.09
2013-08-10,69,23.0,,0.23,15.870000000000001
2013-08-11,63,23.0,,0.23,14.49
2013-08-12,60,23.0,,0.23,13.8
2013-08-13,79,23.0,,0.23,18.17
2013-08-14,74,23.0,,0.23,17.02
2013-08-15,62,23.0,,0.23,14.26
2013-08-16,60,23.0,,0.23,13.8
2013-08-17,79,23.0,,0.23,18.17
2013-08-18,94,23.0,,0.23,21.62
2013-08-19,81,23.0,,0.23,18.630000000000003
2013-08-20,75,23.0,,0.23,17.25
2013-08-21,91,23.0,,0.23,20.93
2013-08-22,58,23.0,,0.23,13.34
2013-08-23,81,23.0,,0.23,18.630000000000003
2013-08-24,91,23.0,,0.23,20.93
2013-08-25,81,23.0,,0.23,18.630000000000003
2013-08-26,72,23.0,,0.23,16.560000000000002
2013-08-27,97,23.0,,0.23,22.310000000000002
2013-08-28,100,23.0,,0.23,23.0
2013-08-29,80,23.0,,0.23,18.400000000000002
2013-08-30,52,23.0,,0.23,11.96
2013-08-31,66,23.0,,0.23,15.180000000000001
2013-09-01,60,30.0,False,0.3,18.0
2013-09-02,66,30.0,,0.3,19.8
2013-09-03,90,30.0,,0.3,27.0
2013-09-04,68,30.0,,0.3,20.4
2013-09-05,77,30.0,,0.3,23.099999999999998
2013-09-06,70,30.0,,0.3,21.0
2013-09-07,63,30.0,,0.3,18.9
2013-09-08,57,30.0,,0.3,17.099999999999998
2013-09-09,64,30.0,,0.3,19.2
2013-09-10,47,30.0,,0.3,14.1
2013-09-11,62,30.0,,0.3,18.599999999999998
2013-09-12,69,30.0,,0.3,20.7
2013-09-13,79,30.0,,0.3,23.7
2013-09-14,52,30.0,,0.3,15.6
2013-09-15,72,30.0,,0.3,21.599999999999998
2013-09-16,85,30.0,,0.3,25.5
2013-09-17,86,30.0,,0.3,25.8
2013-09-18,68,30.0,,0.3,20.4
2013-09-19,78,30.0,,0.3,23.4
2013-09-20,66,30.0,,0.3,19.8
2013-09-21,48,30.0,,0.3,14.399999999999999
2013-09-22,85,30.0,,0.3,25.5
2013-09-23,82,30.0,,0.3,24.599999999999998
2013-09-24,75,30.0,,0.3,22.5
2013-09-25,91,30.0,,0.3,27.3
2013-09-26,86,30.0,,0.3,25.8
2013-09-27,65,30.0,,0.3,19.5
2013-09-28,74,30.0,,0.3,22.2
2013-09-29,78,30.0,,0.3,23.4
2013-09-30,100,30.0,,0.3,30.0
2013-10-01,60,34.0,False,0.34,20.400000000000002
2013-10-02,68,34.0,,0.34,23.12
2013-10-03,71,34.0,,0.34,24.14
2013-10-04,72,34.0,,0.34,24.48
2013-10-05,75,34.0,,0.34,25.500000000000004
2013-10-06,78,34.0,,0.34,26.520000000000003
2013-10-07,80,34.0,,0.34,27.200000000000003
2013-10-08,54,34.0,,0.34,18.360000000000003
2013-10-09,62,34.0,,0.34,21.080000000000002
2013-10-10,72,34.0,,0.34,24.48
2013-10-11,53,34.0,,0.34,18.02
2013-10-12,67,34.0,,0.34,22.78
2013-10-13,81,34.0,,0.34,27.540000000000003
2013-10-14,96,34.0,,0.34,32.64
2013-10-15,79,34.0,,0.34,26.860000000000003
2013-10-16,80,34.0,,0.34,27.200000000000003
2013-10-17,65,34.0,,0.34,22.1
2013-10-18,65,34.0,,0.34,22.1
2013-10-19,60,34.0,,0.34,20.400000000000002
2013-10-20,89,34.0,,0.34,30.26
2013-10-21,74,34.0,,0.34,25.16
2013-10-22,92,34.0,,0.34,31.28
2013-10-23,74,34.0,,0.34,25.16
2013-10-24,65,34.0,,0.34,22.1
2013-10-25,79,34.0,,0.34,26.860000000000003
2013-10-26,63,34.0,,0.34,21.42
2013-10-27,83,34.0,,0.34,28.220000000000002
2013-10-28,70,34.0,,0.34,23.8
2013-10-29,100,34.0,,0.34,34.0
2013-10-30,94,34.0,,0.34,31.96
2013-10-31,80,34.0,,0.34,27.200000000000003
2013-11-01,63,40.0,False,0.4,25.200000000000003
2013-11-02,69,40.0,,0.4,27.6
2013-11-03,71,40.0,,0.4,28.400000000000002
2013-11-04,75,40.0,,0.4,30.0
2013-11-05,67,40.0,,0.4,26.8
2013-11-06,84,40.0,,0.4,33.6
2013-11-07,74,40.0,,0.4,29.6
2013-11-08,58,40.0,,0.4,23.200000000000003
2013-11-09,58,40.0,,0.4,23.200000000000003
2013-11-10,67,40.0,,0.4,26.8
2013-11-11,74,40.0,,0.4,29.6
2013-11-12,79,40.0,,0.4,31.6
2013-11-13,70,40.0,,0.4,28.0
2013-11-14,81,40.0,,0.4,32.4
2013-11-15,68,40.0,,0.4,27.200000000000003
2013-11-16,58,40.0,,0.4,23.200000000000003
2013-11-17,79,40.0,,0.4,31.6
2013-11-18,96,40.0,,0.4,38.400000000000006
2013-11-19,75,40.0,,0.4,30.0
2013-11-20,67,40.0,,0.4,26.8
2013-11-21,62,40.0,,0.4,24.8
2013-11-22,62,40.0,,0.4,24.8
2013-11-23,72,40.0,,0.4,28.8
2013-11-24,100,40.0,,0.4,40.0
2013-11-25,93,40.0,,0.4,37.2
2013-11-26,87,40.0,,0.4,34.800000000000004
2013-11-27,70,40.0,,0.4,28.0
2013-11-28,92,40.0,,0.4,36.800000000000004
2013-11-29,75,40.0,,0.4,30.0
2013-11-30,85,40.0,,0.4,34.0
2013-12-01,56,59.0,False,0.59,33.04
2013-12-02,66,59.0,,0.59,38.94
2013-12-03,61,59.0,,0.59,35.989999999999995
2013-12-04,56,59.0,,0.59,33.04
